allsides_media_bias_ratings/publication/source_name,allsides_media_bias_ratings/publication/source_type,allsides_media_bias_ratings/publication/media_bias_rating,allsides_media_bias_ratings/publication/source_url,allsides_media_bias_ratings/publication/allsides_url
KMOV 4,News Media,Center,https://www.kmov.com/,https://www.allsides.com/news-source/kmov-4-media-bias
KMVT,News Media,Center,https://www.kmvt.com/,https://www.allsides.com/news-source/kmvt-media-bias
KNKX,News Media,Center,https://www.knkx.org/,https://www.allsides.com/news-source/knkx-media-bias
Knoxville News Sentinel,News Media,Center,https://www.knoxnews.com/,https://www.allsides.com/news-source/knoxville-news-sentinel-media-bias
KNSI Radio,News Media,Center,https://knsiradio.com/,https://www.allsides.com/news-source/knsi-radio-media-bias
KNWA,News Media,Center,https://www.nwahomepage.com/,https://www.allsides.com/news-source/knwa-media-bias
KOAA News 5,News Media,Center,https://www.koaa.com/,https://www.allsides.com/news-source/koaa-news-5-media-bias
KOAT Action 7 News,News Media,Center,https://www.koat.com/local-news,https://www.allsides.com/news-source/koat-action-7-news-media-bias
KOB 4,News Media,Center,https://www.kob.com/new-mexico-news/,https://www.allsides.com/news-source/kob-4-media-bias
KOCO 5,News Media,Center,https://www.koco.com/,https://www.allsides.com/news-source/koco-5-media-bias
KOIN 6,News Media,Center,https://www.koin.com/,https://www.allsides.com/news-source/koin-6-media-bias
KOLN,News Media,Center,https://www.1011now.com/,https://www.allsides.com/news-source/koln-media-bias
KOMO News,News Media,Center,https://komonews.com/,https://www.allsides.com/news-source/komo-news-media-bias
KOTA,News Media,Center,https://www.kotatv.com/,https://www.allsides.com/news-source/kota-media-bias
KPLC,News Media,Center,https://www.kplctv.com/,https://www.allsides.com/news-source/kplc-media-bias
KQED,News Media,Center,http://KQED.org,https://www.allsides.com/news-source/kqed
KRDO,News Media,Center,https://krdo.com/,https://www.allsides.com/news-source/krdo-media-bias
KREM,News Media,Center,https://www.krem.com/,https://www.allsides.com/news-source/krem-media-bias
KRGV 5,News Media,Center,https://www.krgv.com/home/,https://www.allsides.com/news-source/krgv-5-media-bias
KRQE 13 News,News Media,Center,https://www.krqe.com/news/new-mexico/,https://www.allsides.com/news-source/krqe-13-news-media-bias
KRTV 3,News Media,Center,https://www.krtv.com/,https://www.allsides.com/news-source/krtv-3-media-bias
KSHB,News Media,Center,https://www.kshb.com/,https://www.allsides.com/news-source/kshb-media-bias
KSL,News Media,Center,http://www.ksl.com/,https://www.allsides.com/news-source/ksl
KSLA,News Media,Center,https://www.ksla.com/,https://www.allsides.com/news-source/ksla-media-bias
KSLA,News Media,Center,https://www.lafourchegazette.com/,https://www.allsides.com/news-source/ksla-media-bias-0
KSMU,News Media,Lean Left,https://www.ksmu.org/,https://www.allsides.com/news-source/ksmu-media-bias
KSN TV,News Media,Center,https://www.ksn.com/,https://www.allsides.com/news-source/ksn-tv-media-bias
KSRO,News Media,Center,https://www.ksro.com/,https://www.allsides.com/news-source/ksro-media-bias
KSTP,News Media,Center,https://kstp.com/,https://www.allsides.com/news-source/kstp-media-bias
KTBS,News Media,Center,https://www.ktbs.com/,https://www.allsides.com/news-source/ktbs-media-bias
KTEN 10,News Media,Lean Right,https://www.kten.com/,https://www.allsides.com/news-source/kten-10-media-bias
KTLA,News Media,Center,https://ktla.com/,https://www.allsides.com/news-source/ktla-media-bias
KTLO,News Media,Center,https://www.ktlo.com/,https://www.allsides.com/news-source/ktlo-media-bias
KTNV 13 Las Vegas,News Media,Center,https://www.ktnv.com/,https://www.allsides.com/news-source/ktnv-13-las-vegas-media-bias
KTOO,News Media,Center,https://www.ktoo.org/,https://www.allsides.com/news-source/ktoo-media-bias
KTSA,News Media,Center,https://www.ktsa.com/,https://www.allsides.com/news-source/ktsa-media-bias
KTTC News,News Media,Center,https://www.kttc.com/,https://www.allsides.com/news-source/kttc-news-media-bias
KTUL 8,News Media,Center,https://ktul.com/,https://www.allsides.com/news-source/ktul-8-media-bias
KTVB 7,News Media,Center,https://www.ktvb.com/local,https://www.allsides.com/news-source/ktvb-7-media-bias
KTVE,News Media,Center,https://www.myarklamiss.com/,https://www.allsides.com/news-source/ktve-media-bias
KTVF,News Media,Center,https://www.webcenterfairbanks.com/,https://www.allsides.com/news-source/ktvf-media-bias
KTVQ 2,News Media,Center,https://www.ktvq.com/,https://www.allsides.com/news-source/ktvq-2-media-bias
KTVZ 21,News Media,Center,https://ktvz.com/,https://www.allsides.com/news-source/ktvz-21-media-bias
KUNM,News Media,Center,https://www.kunm.org/,https://www.allsides.com/news-source/kunm-media-bias
KUOW,News Media,Center,https://kuow.org/,https://www.allsides.com/news-source/kuow-media-bias
KUTV,News Media,Center,http://www.kutv.com/index.shtml,https://www.allsides.com/news-source/kutv
KVOE,News Media,Center,https://kvoe.com/,https://www.allsides.com/news-source/kvoe-media-bias
KVRR,News Media,Center,https://www.kvrr.com/,https://www.allsides.com/news-source/kvrr-media-bias
KVRR News,News Media,Center,https://www.kvrr.com/news/,https://www.allsides.com/news-source/kvrr-news-media-bias
KWCH,News Media,Center,http://kwch.com,https://www.allsides.com/news-source/kwch-media-bias
KWHI,News Media,Center,https://kwhi.com/,https://www.allsides.com/news-source/kwhi-media-bias
KWIT,News Media,Lean Left,https://www.kwit.org/,https://www.allsides.com/news-source/kwit-media-bias
KWTX 10,News Media,Center,https://www.kwtx.com/,https://www.allsides.com/news-source/kwtx-10-media-bias
KX News,News Media,Center,https://www.kxnet.com/,https://www.allsides.com/news-source/kx-news-media-bias
KXII,News Media,Center,https://www.kxii.com/,https://www.allsides.com/news-source/kxii-media-bias
La Crosse Tribune,News Media,Center,https://lacrossetribune.com/,https://www.allsides.com/news-source/la-crosse-tribune-media-bias
LA Sentinel,News Media,Left,https://lasentinel.net/,https://www.allsides.com/news-source/la-sentinel-media-bias
Lad Bible,News Media,Center,https://www.ladbible.com/uk-news,https://www.allsides.com/news-source/lad-bible-media-bias
Lake Highlands Advocate,News Media,Center,https://lakehighlands.advocatemag.com/,https://www.allsides.com/news-source/lake-highlands-advocate-media-bias
Lake Research Partners,Reference,Center,https://www.lakeresearch.com/,https://www.allsides.com/news-source/lake-research-partners-media-bias
Lancaster Online,News Media,Center,https://lancasteronline.com/,https://www.allsides.com/news-source/lancaster-online-media-bias
Lansing State Journal,News Media,Center,http://www.lansingstatejournal.com/,https://www.allsides.com/news-source/lansing-state-journal
Laramie Boomerang,News Media,Center,https://www.wyomingnews.com/laramieboomerang/,https://www.allsides.com/news-source/laramie-boomerang-media-bias
Laramie Live,News Media,Center,https://laramielive.com/,https://www.allsides.com/news-source/laramie-live-media-bias
Laredo Morning Times,News Media,Lean Left,https://www.lmtonline.com/,https://www.allsides.com/news-source/laredo-morning-times-media-bias
Las Cruces Sun-News,News Media,Center,https://www.lcsun-news.com/,https://www.allsides.com/news-source/las-cruces-sun-news-media-bias
Las Vegas Review-Journal,News Media,Center,https://www.reviewjournal.com/,https://www.allsides.com/news-source/las-vegas-review-journal-media-bias
Las Vegas Sun,News Media,Lean Left,http://lasvegassun.com/,https://www.allsides.com/news-source/las-vegas-sun
Latino Rebels,News Media,Left,https://www.latinorebels.com/,https://www.allsides.com/news-source/latino-rebels-media-bias
Law & Crime,News Media,Center,https://lawandcrime.com/,https://www.allsides.com/news-source/law-crime-media-bias
Lawfare,News Media,Center,https://www.lawfareblog.com/,https://www.allsides.com/news-source/lawfare-media-bias
Lawton Constitution,News Media,Center,https://www.swoknews.com/,https://www.allsides.com/news-source/lawton-constitution-media-bias
Lead Stories,Fact Check,Lean Left,https://leadstories.com/,https://www.allsides.com/news-source/lead-stories-media-bias
Leader Publications,News Media,Center,https://www.myleaderpaper.com/,https://www.allsides.com/news-source/leader-publications-media-bias
Leader-Telegram,News Media,Center,https://www.leadertelegram.com/,https://www.allsides.com/news-source/leader-telegram-media-bias
Leadership Now Project,Think Tank / Policy Group,Center,https://www.leadershipnowproject.org/,https://www.allsides.com/news-source/leadership-now-project-media-bias
Leafly,News Media,Left,https://www.leafly.com/,https://www.allsides.com/news-source/leafly-media-bias
Leesburg Today,News Media,Lean Right,http://www.leesburgtoday.com,https://www.allsides.com/news-source/leesburg-today
"Left, Right & Center ",Podcast,Mixed,https://www.kcrw.com/news/shows/left-right-center/show-tabs/about/tab-view,https://www.allsides.com/news-source/left-right-center-media-bias
Lehigh Valley Live,News Media,Lean Left,https://www.lehighvalleylive.com/,https://www.allsides.com/news-source/lehigh-valley-live-media-bias
Let's Find Common Ground ,Podcast,Mixed,https://commongroundcommittee.org/podcasts/,https://www.allsides.com/news-source/lets-find-common-ground-media-bias
Lewiston Sun Journal,News Media,Center,https://www.sunjournal.com/,https://www.allsides.com/news-source/lewiston-sun-journal-media-bias
Lewiston Tribune,News Media,Center,https://lmtribune.com/,https://www.allsides.com/news-source/lewiston-tribune-media-bias
Lexington Herald-Leader,News Media,Center,http://www.kentucky.com/,https://www.allsides.com/news-source/lexington-herald-leader
LGBTQ Nation,News Media,Left,https://www.lgbtqnation.com/,https://www.allsides.com/news-source/lgbtq-nation-media-bias
Life After Hate,Think Tank / Policy Group,Lean Left,https://www.lifeafterhate.org/,https://www.allsides.com/news-source/life-after-hate-media-bias
Lifehacker,News Media,Center,http://www.lifehacker.com/,https://www.allsides.com/news-source/lifehacker
Lima Ohio,News Media,Center,https://www.limaohio.com/,https://www.allsides.com/news-source/lima-ohio-media-bias
Listen First Project,Dialogue & Debate,Mixed,http://www.listenfirstproject.org/,https://www.allsides.com/news-source/listen-first-project-media-bias
Live 5 WCSC,News Media,Center,https://www.live5news.com/,https://www.allsides.com/news-source/live-5-wcsc-media-bias
Live Action News,News Media,Lean Right,http://liveactionnews.org/,https://www.allsides.com/news-source/live-action-news
Live Science,News Media,Center,https://www.livescience.com/,https://www.allsides.com/news-source/live-science-media-bias
Liverpool Echo,News Media,Center,https://www.liverpoolecho.co.uk/,https://www.allsides.com/news-source/liverpool-echo-media-bias
Living Lutheran,News Media,Center,https://www.livinglutheran.org/,https://www.allsides.com/news-source/living-lutheran-media-bias
Living Room Conversations,Dialogue & Debate,Mixed,http://www.livingroomconversations.org/,https://www.allsides.com/news-source/living-room-conversations
Livingston Enterprise,News Media,Center,https://www.livingstonenterprise.com/,https://www.allsides.com/news-source/livingston-enterprise-media-bias
Log Cabin,News Media,Right,https://logcabin.org,https://www.allsides.com/news-source/log-cabin-media-bias
Logan Banner,News Media,Center,https://www.loganbanner.com/,https://www.allsides.com/news-source/logan-banner-media-bias
London Evening Standard,News Media,Center,https://www.standard.co.uk,https://www.allsides.com/news-source/london-evening-standard-media-bias
Long Beach Press-Telegram,News Media,Center,https://www.presstelegram.com/,https://www.allsides.com/news-source/long-beach-press-telegram-media-bias
Longmont Times-Call,News Media,Lean Left,http://www.timescall.com/,https://www.allsides.com/news-source/longmont-times-call
Longview News-Journal,News Media,Center,https://www.news-journal.com/,https://www.allsides.com/news-source/longview-news-journal-media-bias
Los Alamos Daily Post,News Media,Center,https://ladailypost.com/,https://www.allsides.com/news-source/los-alamos-daily-post-media-bias
Los Angeles Daily News,News Media,Center,https://www.dailynews.com/,https://www.allsides.com/news-source/los-angeles-daily-news-media-bias
Los Angeles Times,News Media,Lean Left,http://www.latimes.com/,https://www.allsides.com/news-source/los-angeles-times-bias
Lost Coast Outpost,News Media,Center,https://lostcoastoutpost.com/,https://www.allsides.com/news-source/lost-coast-outpost-media-bias
Louisiana Illuminator,News Media,Lean Left,https://lailluminator.com/,https://www.allsides.com/news-source/louisiana-illuminator-media-bias
Louisiana Radio Network,News Media,Center,https://louisianaradionetwork.com/,https://www.allsides.com/news-source/louisiana-radio-network-media-bias
Lovell Chronicle,News Media,Center,http://lovellchronicle.com/,https://www.allsides.com/news-source/lovell-chronicle-media-bias
Made in Alabama,News Media,Center,https://www.madeinalabama.com/,https://www.allsides.com/news-source/made-alabama-media-bias
Magic Valley News,News Media,Center,https://magicvalley.com/,https://www.allsides.com/news-source/magic-valley-news-media-bias
Magnolia State Live,News Media,Center,https://www.magnoliastatelive.com/,https://www.allsides.com/news-source/magnolia-state-live-media-bias
Main Street Nashville,News Media,Center,https://mainstreetmediatn.com/main-street-nashville/,https://www.allsides.com/news-source/main-street-nashville-media-bias
Maine Beacon,News Media,Lean Left,https://mainebeacon.com/,https://www.allsides.com/news-source/maine-beacon-media-bias
Maine Public Radio,News Media,Lean Left,https://www.mainepublic.org/,https://www.allsides.com/news-source/maine-public-radio-media-bias
Making Sense,Podcast,Center,https://www.youtube.com/playlist?list=PLDtc_uppNe1oyTZ6HQc3jEU1Q0WRpTWGF,https://www.allsides.com/news-source/making-sense-media-bias
